Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Domaine Lafage Miraflors Cotes du Roussillon Rose,4.0,11.59,2020.0,12.5,75.0,1,10,9,Lafage,AS RECOMENDED BY THE FT JANCIS ROBINSON - Weekend 9th + 10th JANUARY
Domaine Berthelemot Pommard Noizons,1.0,29.99,2019.0,13.5,75.0,1,1,9,Domaine Berthelemot,Casalotta Durello Spumante Brut NV - Citrus and gently floral aromas lead to a very fresh and zippy palate with crisp green apple and lightly honeyed characters. A refreshing and approachable style of fizz - yet with texture and depth underlying the bright fruit.
Domaine du Pre Semele Sancerre Blanc Zeste,2.0,22.49,2017.0,12.5,75.0,1,10,3,Domaine Du Pre Semele,"Olivier Coste Carignan Noir Je t'aime IGP Pays d'Oc - Olivier Coste Carignan Noir Je t'aime IGP Pays d'Oc has intense aromas of dark stewed fruit are complemented by delicate spicy notes. Rich and smooth, the palate is beautifully balanced by freshness with wonderful purity of fruit on the finish.Sold in cases of six bottles"
Grande Reserve Papale Chateauneuf-du-Pape Rouge,1.0,22.99,2018.0,15.0,75.0,1,5,9,Paul Jourdan,"La Collection by Maison Boutinot Cotes de Thau Blanc - La Collection by Maison Boutinot Cotes de Thau Blanc has aroma of white flowers, lime blossom and candied lemon. On the palate, the wine is textured with some exotic fruit such as kumquat and peach."
Olivier Coste Carignan Noir Je t'aime IGP Pays d'Oc,1.0,11.49,2020.0,14.0,75.0,1,10,9,Olivier Coste,"Enrico Serafino Monclivio Barolo 2016 - The Enrico Serafino 2016 Barolo Monclivio shows a dark and austere personality. The richness and darkness of Nebbiolo is well played here, thanks to simple winemaking with 28 days of skin maceration with submerged cap. That delicate process helps to build the colour and the aromatic profile of the wine. Dark cherry, rose, blood orange and tilled earth give lift to the bouquet. There are hints of iron ore and salty minerals, especially on the palate."
La Collection by Maison Boutinot Cotes de Thau Blanc,2.0,9.25,2020.0,13.0,75.0,1,2,9,Boutinot France,"Xavier Monnot Bourgogne Chardonnay Les Grandes Coutures - Chardonnay Les Grandes Coutures is from three plots bordering Meursault with vine ages from 15 to 51 years. Wines from Meursault are typified by aromas and flavors of ripe melon, hazelnut, and lemon custard, and tend to be broader and more textural than wines from neighboring villages. Aging in 15-20% percent small French oak barrels lends notes of toast and vanilla. "
Xavier Monnot Bourgogne Chardonnay Les Grandes Coutures,2.0,24.99,2019.0,12.5,75.0,1,1,2,Xavier Monnot,"Apostrophe Possessive Reds Larry Cherubino - Approachable, striking and modern, this red blend oozes complexity with the Shiraz's earthiness tempering the Grenaches muskiness, which softens the Mataros steeliness. Two may be company, but in this case three is perfection.Sold in single bottles"
Domaine Lavigne Saumur Champigny Vieilles Vignes,1.0,11.85,2020.0,12.5,75.0,1,10,9,Domaine Lavigne,"Ferreira Late Bottled Vintage Port - The intense aroma is dominated by very ripe black fruit (blackcurrant, blackberry and prune), along with chocolate, cocoa, floral aromas and a slight hint of spices (pepper). In the mouth it is a full bodied wine with great balance between sweetness and richness of structure.Sold in single bottles"
Merlot Georges Duboeuf,1.0,9.99,2020.0,13.0,75.0,1,10,9,Georges Duboeuf,"Morande Pionero Cabernet Sauvignon Reserva - Amomas of wild blueberries, strawberries and blackberries. The palate has hints of vanilla and a long, velvety smooth finish.Sold in single bottles"
La Bastide des Deux Lunes Rose Côtes de Provence Tout pres des Etoiles,4.0,12.19,2020.0,13.5,75.0,1,10,9,Bertrand Dubois,"Champagne Bruno Paillard Dosage Zero NV - Intense, bright, straw gold.  Very fine and persistent effervescence."
Domaine du Monteillet Condrieu Les Grandes Chaillees,2.0,31.99,2019.0,14.0,75.0,1,5,9,Domaine Du Monteillet,Tenuta Tascante Contrada Pianodario Etna Rosso - Tenuta Tascante is latest project from the renowned producer Tasca d'Almerita. Contrada Pianodario is 100% Nerello Mascalese aged one year in large Slavonian oak cask.
Chateau Haut-Marbuzet Saint-Estephe,1.0,42.99,2015.0,13.5,75.0,1,10,9,Château Haut-Marbuzet,Organic/Biodynamic - James Halliday Wine Companion 5* Winery 2016
Domaine Berthelemot Pommard Village Rouge,1.0,29.99,2018.0,13.0,75.0,1,1,9,Domaine Berthelemot,Belharra Las Madres Syrah - A stunning wine perfectly balanced between ripe fruit and acidity with a finish that just goes on and on without ever being ‘big’.
Chateau de Coulaine Sinople Chinon Blanc,2.0,16.49,2018.0,13.0,75.0,1,10,9,Château de Coulaine,"Domaine de Morties Pic Saint Loup Rouge - Domaine de Morties Pic Saint Loup Rouge is deep purple in colour, this Grenache (55%) Syrah (45%) blend displays the classic garrigue notes of the Languedoc but the elegant Syrah provides a blueberry lift and a very classy acidity that harmonises everything beautifully."
Cave de Tain Cornas Les Arenes Sauvages,1.0,36.99,2017.0,14.0,75.0,1,5,9,Cave De Tain,Domaine de Morties Blanc AOP Languedoc - Domaine de Morties Blanc AOP Languedoc Sold in cases of six bottles
Domaine de Morties Pic Saint Loup Rouge,1.0,15.49,2019.0,14.0,75.0,1,2,9,Domaine de Morties,"Cieck TreCarli Canavese Rosso - Cieck TreCarli Canavese Rosso is bright ruby red in colour with purplish highlights. A fruity, vinous and ample bouquet, with notes of raspberry and redcurrants. It has a vigorous and lively fruity sensation, with outstanding substance and a good tannic vein. Excellent aftertaste of liquorice. Good structure and dry finish.  Sold in cases of six bottles"
Domaine de Morties Blanc AOP Languedoc,2.0,15.49,2018.0,14.5,75.0,1,2,9,Domaine de Morties,"Adobe Reserva Merlot - Generous red fruit aromas such as strawberries and raspberries abound with touches of toast, vanilla and cocoa. This ripe and velvety Merlot has a lovely sweet and fruity palate aged lightly in French oak barrels to round out and develop the flavour."
Bellefontaine Grenache Rose,4.0,6.79,2020.0,13.0,75.0,1,2,9,Bellefontaine,"Regularly selected by judging panels the world over as one of the finest white wines from Spain, this barrel fermented Verdejo from un-grafted pre-phylloxera vines is textured and refined, with beautifully integrated oak and a pleasing bitter twist. This is Verdejo elevated to Burgundian level and more."
Le Poira Malbec Guy Allion,1.0,11.99,2020.0,12.5,75.0,1,10,5,Guy Allion,"Les Oliviers Chardonnay, Pays des Cotes de Gascogne - Smooth and refined with an underlying twist of freshness and supple, soft ripe fruit flavours on the palate, finishing with a twist of melon.Sold in cases of six bottles"
Les Oliviers Chardonnay Pays des Cotes de Gascogne,2.0,7.19,2020.0,13.0,75.0,1,10,4,Boutinot France,"Morande Pionero Carmenere Reserva - This excellent expression of Chiles signature grape combines plump blackberry and cherry fruit with savoury notes of graphite and fresh herbs. Fine structure and poise on the palate precedes a long, moreish aftertaste.Sold in single bottles"
Morgon Chateau de Grand Pre,1.0,16.29,2019.0,13.0,75.0,1,10,9,Chateau De Grand Pré,You can't go too far wrong with this juicy and concentrated Tinto Fino (Tempranillo) from the rugged high altitude Dominio de Atauta estate in eastern Ribera del Duero. This is made from their youngest vines ... but then again their youngest vines have an average age of 60 years!
Riesling Grand Cru Sommerberg Biecher & Schaal,2.0,18.99,2020.0,13.5,75.0,1,10,7,Biecher & Schaal,"Sierra Grande Cabernet Sauvignon - No nonsense Cabernet offering excellent value for money. Full of blackcurrant and cedar like aromas and flavours so typical of its variety, this wine has a round, weighty palate and an appealing sweetness of fruit on the finish.Sold in cases of six bottles"
Rimauresq Cuvee Rebelle Cotes de Provence Rose,4.0,19.99,2020.0,14.0,75.0,1,10,9,Domaine Rimauresq,"Palmer & Co Champagne Brut Reserve NV - A rich, aromatic palate of white fruits, pears, baked apples and apricots, with subtle notes of honey, hazelnuts, dried currants and brioche. The finish is long, harmonious and structured, with a beautiful freshness.Sold in cases of six bottles"
Chateau de Saint Cosme Les Deux Albions Blanc Principaute d'Orange,2.0,16.49,2019.0,13.5,75.0,1,5,9,Chateau de Saint Cosme,Chateau Carcanieux Cru Bourgeois Medoc - Excellent quality Cru Bourgeois.
Domaine du Monteillet Cote Rotie Fortis,1.0,54.99,2019.0,14.0,75.0,1,5,9,Domaine Du Monteillet,"Alpha Box & Dice Xola Aglianico McLaren Vale - Immediate nose of beetroot juice poured over graphite shavings sets you up for quite a journey. The palate shares the same dense minerality and graphite texture as the nose with a quiet but growing presence of forest floor and frozen berries. On opening, this fruit thaws to release fresh summer pudding and cream served in a pencil case. Bonkers!Sold in cases of six bottles"
Chateau Carcanieux Cru Bourgeois Medoc,1.0,14.29,2015.0,12.5,75.0,1,10,9,Château Calvimont,"Radio-Coteau Timbervine Syrah Russian River Valley - Held to the light, the clarity of this Timbervine showcases a brilliant dark amethyst quality. Ripe Boysenberry, blackberry and wild huckleberry are on the forefront. Then a soft undercurrent of cured beef that is typical of this vineyard. On the palate the more savory notes shine through. A montage of cocoa nibs, charcoal and seared duck flash as the finish comes with a gratifying grip."
Domaine Berthelemot Monthelie,1.0,23.99,2019.0,13.5,75.0,1,1,9,Domaine Berthelemot,"Daschbosch Skin Contact Steen & Hanepoot Breedekloof - The grapes are sorted, de-stemmed and crushed. Fermentation process started with juice still on the grape skins, whereafter the wine was left on the grape skins for a further 6 months. The clear wine was then racked, blended and bottled."
Quincy Quartz par Dimitri Mesnard,2.0,14.49,2020.0,13.5,75.0,1,10,3,Dimitri Mesnard MS,"Gerard Bertrand Heritage An 118 Coteaux de Narbonne Rouge - Gerard Bertrand Heritage An 118 Coteaux de Narbonne Rouge's fresh fruit character abounds in this southern French blend, rounded and supple with blueberry and violet notes leading to an abundance of fresh black fruit and an elegant finish.Sold in single bottles"
Domaine La Provenquiere Pur Cinsault sans sulfites ajoutes,1.0,11.49,2020.0,13.0,75.0,1,2,9,Domaine La Provenquiere,Domaine de Morties Jamais Content Blanc Vin de France - Domaine de Morties Jamais Content Blanc Vin de France Sold in cases of six bottles
Domaine de Morties Jamais Content Blanc Vin de France,2.0,23.99,2018.0,14.0,75.0,1,2,9,"Viognier 34%, Roussanne 33%, Vermentino 33%","Domaine Berthelemot St Aubin 1er Cru Murgers des Dents de Chien - Domaine Berthelemot St Aubin 1er Cru Murgers des Dents de Chien is rich and textural, a lovely expression of St Aubin from Domaine Berthelemot's most recent vineyard acqusitions."
Domaine Berthelemot St Aubin 1er Cru Murgers des Dents de Chien,2.0,37.99,2019.0,13.5,75.0,1,1,2,Domaine Berthelemot,"Broken Shackle Classic White - The palate is wonderfully vibrant and generous showing tangy passionfruit, juicy citrus fruit and supple honeydew melon that lead to a clean fresh finish.Sold in cases of six bottles"
Les Parcs Pinot Noir Guy Allion,1.0,13.79,2019.0,12.0,75.0,1,10,9,Guy Allion,"Maison de Vigneron Blanc - Made from quality grapes selected from Vin de Pays des Côtes de Gascogne, this is a deliciously fresh wine with a very aromatic nose. zesty citrus and hints of stonefruit. The palate has lots of soft nectarine fruit and pink grapefuit balanced with a refreshing lime acidity. Immensely enjoyable and fresh white wine.Sold in cases of six bottles"
Maison de Vigneron Blanc,2.0,6.69,2021.0,11.5,75.0,1,10,9,Mas De Vigneron,Mastri Vernacoli Trentino Sauvignon Blanc - Green pepper and nettle with delicate aromas of sage and elderflower lead on to a delicate palate with citrus characters and refreshing acidity.Sold in cases of six bottles
Olivier Ravier Brouilly,1.0,12.49,2020.0,13.0,75.0,1,10,9,Olivier Ravier,"Peninsula Pinot Noir, Paringa Estate - 10% destemmed fruit translate into a very bright and appealing style of Pinot Noir. The wild cherry and rasberry imbued fruit on the palate are supported by smooth tannins and a lovely vibrant finish.Sold in single bottles"
Sables et Galets Gewurztraminer,2.0,13.19,2018.0,13.0,75.0,1,10,9,Cave Vinicole De Turckheim,"Spy Valley Pinot Noir - Sweet cherry and red fruits are underlined by fragrant notes of incense, mocha and lavender. Fresh fruit supports a crisp and crunch texture, with a long firm finish. Just a touch of the usual liquorice note from our vineyard.Sold in cases of six bottles"
Gerard Bertrand Or & Azur Rose,4.0,12.99,2021.0,12.0,75.0,1,2,9,Gerard Bertrand,"Chateau Minuty Rose et Or Cotes de Provence Rose - A vibrant, expressive rosé that combines zestful aromas with an intense freshness allowing the fruit to fully embody the wine. The palate is complex with an exceptional freshness and finesse offering notes of pink grapefruit and white peach.Sold in single bottles"
Chateau Minuty Rose et Or Cotes de Provence Rose,4.0,24.29,2021.0,13.5,75.0,1,10,9,Minuty,"Itinera Prosecco Brut - This is a beautifully fresh and well-balanced Prosecco with plenty of enticing flavours of pear and peach. Soft, gentle bubbles carry light, floral notes across the palate. Fantastic."
Saint Cosme Condrieu Rhone,2.0,49.99,2019.0,14.0,75.0,1,5,9,Chateau de Saint Cosme,"Buena Vista Carneros Pinot Noir - This is a smooth wine with elegant flavours of bright raspberry and strawberry that culminate in a long, lingering finish.Sold in single bottles"
Chateau Calvimont Rouge Graves,1.0,15.99,2019.0,13.0,75.0,1,10,9,Château Calvimont,"Valdemar Balcon de Pilatos Maturana - Spectacular red cherry colour. Complex and intense spicy aromas, of cocoa, vanilla, coconut and subtle notes of blackcurrant. Very smooth, silky and fleshy, with a wide aftertaste and a delicate structure.Sold in single bottles"
Les Heritiers Saint-Genys Santenay Rouge 1er Cru Maladiere,1.0,30.99,2017.0,13.0,75.0,1,1,9,Héritiers,"Premiere The Loire Vouvray - A classic Vouvray, full of flavour and style. Pale straw in colour, with distinctive stone fruit aromas of apricot and peach with a touch of honey. The fruit flavours follow through on the palate with a touch of minerality, leaving a delicate and lingering finish."
Premiere The Loire Vouvray,2.0,9.55,2020.0,12.5,75.0,1,10,9,Pierre Chainier,"Ferraton Pere & Fils Hermitage Les Miaux rouge - ""This tiny Northern Rhône estate continues to produce a colossal lineup of wines. While they pull from top estate terroirs around Hermitage and the Northern Rhône, they also have a large négoçiant line that’s loaded with value."" Jeb Dunnuck 2019. Blackcurrant - Meaty Notes - Plush Tannins 92 Points, The Wine Advocate"
Ferraton Pere & Fils Hermitage Les Miaux rouge,1.0,52.99,2019.0,14.5,75.0,1,5,9,Ferraton Pere & Fils,"Domaine La Provenquiere Marselan Pays d'Oc - Domaine La Provenquiere Marselan Pays d'Oc is an invitingly fruity wine with a rounded palate and gentle, silky tannins. Appealing aromas of wild berries are enveloped in spicy notes through to a soft and fruity finish."
